row_index,name,original,dataset,emotion,sigma,blur_name,blur_path,person_id
27,0926.png,UY.SU1.143.png,JAFFE,surprise,2,0926_s2.png,data/1_blurred/sigma_2/0926_s2.png,UY
28,0926.png,UY.SU1.143.png,JAFFE,surprise,3,0926_s3.png,data/1_blurred/sigma_3/0926_s3.png,UY
29,0926.png,UY.SU1.143.png,JAFFE,surprise,4,0926_s4.png,data/1_blurred/sigma_4/0926_s4.png,UY
30,0927.png,KM.SU2.15.png,JAFFE,surprise,0,0927_s0.png,data/1_blurred/sigma_0/0927_s0.png,KM
31,0927.png,KM.SU2.15.png,JAFFE,surprise,1,0927_s1.png,data/1_blurred/sigma_1/0927_s1.png,KM
32,0927.png,KM.SU2.15.png,JAFFE,surprise,2,0927_s2.png,data/1_blurred/sigma_2/0927_s2.png,KM
33,0927.png,KM.SU2.15.png,JAFFE,surprise,3,0927_s3.png,data/1_blurred/sigma_3/0927_s3.png,KM
34,0927.png,KM.SU2.15.png,JAFFE,surprise,4,0927_s4.png,data/1_blurred/sigma_4/0927_s4.png,KM
35,0928.png,NA.FE1.217.png,JAFFE,fear,0,0928_s0.png,data/1_blurred/sigma_0/0928_s0.png,NA
36,0928.png,NA.FE1.217.png,JAFFE,fear,1,0928_s1.png,data/1_blurred/sigma_1/0928_s1.png,NA
37,0928.png,NA.FE1.217.png,JAFFE,fear,2,0928_s2.png,data/1_blurred/sigma_2/0928_s2.png,NA
38,0928.png,NA.FE1.217.png,JAFFE,fear,3,0928_s3.png,data/1_blurred/sigma_3/0928_s3.png,NA
39,0928.png,NA.FE1.217.png,JAFFE,fear,4,0928_s4.png,data/1_blurred/sigma_4/0928_s4.png,NA
40,0929.png,KL.NE2.156.png,JAFFE,neutral,0,0929_s0.png,data/1_blurred/sigma_0/0929_s0.png,KL
41,0929.png,KL.NE2.156.png,JAFFE,neutral,1,0929_s1.png,data/1_blurred/sigma_1/0929_s1.png,KL
42,0929.png,KL.NE2.156.png,JAFFE,neutral,2,0929_s2.png,data/1_blurred/sigma_2/0929_s2.png,KL
43,0929.png,KL.NE2.156.png,JAFFE,neutral,3,0929_s3.png,data/1_blurred/sigma_3/0929_s3.png,KL
44,0929.png,KL.NE2.156.png,JAFFE,neutral,4,0929_s4.png,data/1_blurred/sigma_4/0929_s4.png,KL
45,0930.png,NA.HA1.202.png,JAFFE,happy,0,0930_s0.png,data/1_blurred/sigma_0/0930_s0.png,NA
46,0930.png,NA.HA1.202.png,JAFFE,happy,1,0930_s1.png,data/1_blurred/sigma_1/0930_s1.png,NA
47,0930.png,NA.HA1.202.png,JAFFE,happy,2,0930_s2.png,data/1_blurred/sigma_2/0930_s2.png,NA
48,0930.png,NA.HA1.202.png,JAFFE,happy,3,0930_s3.png,data/1_blurred/sigma_3/0930_s3.png,NA
49,0930.png,NA.HA1.202.png,JAFFE,happy,4,0930_s4.png,data/1_blurred/sigma_4/0930_s4.png,NA
50,0931.png,TM.HA1.180.png,JAFFE,happy,0,0931_s0.png,data/1_blurred/sigma_0/0931_s0.png,TM
51,0931.png,TM.HA1.180.png,JAFFE,happy,1,0931_s1.png,data/1_blurred/sigma_1/0931_s1.png,TM
52,0931.png,TM.HA1.180.png,JAFFE,happy,2,0931_s2.png,data/1_blurred/sigma_2/0931_s2.png,TM
53,0931.png,TM.HA1.180.png,JAFFE,happy,3,0931_s3.png,data/1_blurred/sigma_3/0931_s3.png,TM
54,0931.png,TM.HA1.180.png,JAFFE,happy,4,0931_s4.png,data/1_blurred/sigma_4/0931_s4.png,TM
55,0932.png,KM.NE1.1.png,JAFFE,neutral,0,0932_s0.png,data/1_blurred/sigma_0/0932_s0.png,KM
56,0932.png,KM.NE1.1.png,JAFFE,neutral,1,0932_s1.png,data/1_blurred/sigma_1/0932_s1.png,KM
57,0932.png,KM.NE1.1.png,JAFFE,neutral,2,0932_s2.png,data/1_blurred/sigma_2/0932_s2.png,KM
58,0932.png,KM.NE1.1.png,JAFFE,neutral,3,0932_s3.png,data/1_blurred/sigma_3/0932_s3.png,KM
59,0932.png,KM.NE1.1.png,JAFFE,neutral,4,0932_s4.png,data/1_blurred/sigma_4/0932_s4.png,KM
60,0933.png,KA.DI3.44.png,JAFFE,disgust,0,0933_s0.png,data/1_blurred/sigma_0/0933_s0.png,KA
61,0933.png,KA.DI3.44.png,JAFFE,disgust,1,0933_s1.png,data/1_blurred/sigma_1/0933_s1.png,KA
62,0933.png,KA.DI3.44.png,JAFFE,disgust,2,0933_s2.png,data/1_blurred/sigma_2/0933_s2.png,KA
63,0933.png,KA.DI3.44.png,JAFFE,disgust,3,0933_s3.png,data/1_blurred/sigma_3/0933_s3.png,KA
64,0933.png,KA.DI3.44.png,JAFFE,disgust,4,0933_s4.png,data/1_blurred/sigma_4/0933_s4.png,KA
65,0934.png,KL.FE3.176.png,JAFFE,fear,0,0934_s0.png,data/1_blurred/sigma_0/0934_s0.png,KL
66,0934.png,KL.FE3.176.png,JAFFE,fear,1,0934_s1.png,data/1_blurred/sigma_1/0934_s1.png,KL
67,0934.png,KL.FE3.176.png,JAFFE,fear,2,0934_s2.png,data/1_blurred/sigma_2/0934_s2.png,KL
68,0934.png,KL.FE3.176.png,JAFFE,fear,3,0934_s3.png,data/1_blurred/sigma_3/0934_s3.png,KL
69,0934.png,KL.FE3.176.png,JAFFE,fear,4,0934_s4.png,data/1_blurred/sigma_4/0934_s4.png,KL
70,0935.png,KM.NE3.3.png,JAFFE,neutral,0,0935_s0.png,data/1_blurred/sigma_0/0935_s0.png,KM
71,0935.png,KM.NE3.3.png,JAFFE,neutral,1,0935_s1.png,data/1_blurred/sigma_1/0935_s1.png,KM
72,0935.png,KM.NE3.3.png,JAFFE,neutral,2,0935_s2.png,data/1_blurred/sigma_2/0935_s2.png,KM
73,0935.png,KM.NE3.3.png,JAFFE,neutral,3,0935_s3.png,data/1_blurred/sigma_3/0935_s3.png,KM
74,0935.png,KM.NE3.3.png,JAFFE,neutral,4,0935_s4.png,data/1_blurred/sigma_4/0935_s4.png,KM
75,0936.png,YM.AN2.62.png,JAFFE,angry,0,0936_s0.png,data/1_blurred/sigma_0/0936_s0.png,YM
76,0936.png,YM.AN2.62.png,JAFFE,angry,1,0936_s1.png,data/1_blurred/sigma_1/0936_s1.png,YM
77,0936.png,YM.AN2.62.png,JAFFE,angry,2,0936_s2.png,data/1_blurred/sigma_2/0936_s2.png,YM
78,0936.png,YM.AN2.62.png,JAFFE,angry,3,0936_s3.png,data/1_blurred/sigma_3/0936_s3.png,YM
79,0936.png,YM.AN2.62.png,JAFFE,angry,4,0936_s4.png,data/1_blurred/sigma_4/0936_s4.png,YM
80,0937.png,NA.AN2.212.png,JAFFE,angry,0,0937_s0.png,data/1_blurred/sigma_0/0937_s0.png,NA
81,0937.png,NA.AN2.212.png,JAFFE,angry,1,0937_s1.png,data/1_blurred/sigma_1/0937_s1.png,NA
82,0937.png,NA.AN2.212.png,JAFFE,angry,2,0937_s2.png,data/1_blurred/sigma_2/0937_s2.png,NA
83,0937.png,NA.AN2.212.png,JAFFE,angry,3,0937_s3.png,data/1_blurred/sigma_3/0937_s3.png,NA
84,0937.png,NA.AN2.212.png,JAFFE,angry,4,0937_s4.png,data/1_blurred/sigma_4/0937_s4.png,NA
85,0938.png,YM.NE1.49.png,JAFFE,neutral,0,0938_s0.png,data/1_blurred/sigma_0/0938_s0.png,YM
86,0938.png,YM.NE1.49.png,JAFFE,neutral,1,0938_s1.png,data/1_blurred/sigma_1/0938_s1.png,YM
87,0938.png,YM.NE1.49.png,JAFFE,neutral,2,0938_s2.png,data/1_blurred/sigma_2/0938_s2.png,YM
88,0938.png,YM.NE1.49.png,JAFFE,neutral,3,0938_s3.png,data/1_blurred/sigma_3/0938_s3.png,YM
89,0938.png,YM.NE1.49.png,JAFFE,neutral,4,0938_s4.png,data/1_blurred/sigma_4/0938_s4.png,YM
90,0939.png,TM.AN2.191.png,JAFFE,angry,0,0939_s0.png,data/1_blurred/sigma_0/0939_s0.png,TM
91,0939.png,TM.AN2.191.png,JAFFE,angry,1,0939_s1.png,data/1_blurred/sigma_1/0939_s1.png,TM
92,0939.png,TM.AN2.191.png,JAFFE,angry,2,0939_s2.png,data/1_blurred/sigma_2/0939_s2.png,TM
93,0939.png,TM.AN2.191.png,JAFFE,angry,3,0939_s3.png,data/1_blurred/sigma_3/0939_s3.png,TM
94,0939.png,TM.AN2.191.png,JAFFE,angry,4,0939_s4.png,data/1_blurred/sigma_4/0939_s4.png,TM
95,0940.png,UY.HA2.138.png,JAFFE,happy,0,0940_s0.png,data/1_blurred/sigma_0/0940_s0.png,UY
96,0940.png,UY.HA2.138.png,JAFFE,happy,1,0940_s1.png,data/1_blurred/sigma_1/0940_s1.png,UY
97,0940.png,UY.HA2.138.png,JAFFE,happy,2,0940_s2.png,data/1_blurred/sigma_2/0940_s2.png,UY
98,0940.png,UY.HA2.138.png,JAFFE,happy,3,0940_s3.png,data/1_blurred/sigma_3/0940_s3.png,UY
99,0940.png,UY.HA2.138.png,JAFFE,happy,4,0940_s4.png,data/1_blurred/sigma_4/0940_s4.png,UY
100,0941.png,KA.DI1.42.png,JAFFE,disgust,0,0941_s0.png,data/1_blurred/sigma_0/0941_s0.png,KA
101,0941.png,KA.DI1.42.png,JAFFE,disgust,1,0941_s1.png,data/1_blurred/sigma_1/0941_s1.png,KA
102,0941.png,KA.DI1.42.png,JAFFE,disgust,2,0941_s2.png,data/1_blurred/sigma_2/0941_s2.png,KA
103,0941.png,KA.DI1.42.png,JAFFE,disgust,3,0941_s3.png,data/1_blurred/sigma_3/0941_s3.png,KA
104,0941.png,KA.DI1.42.png,JAFFE,disgust,4,0941_s4.png,data/1_blurred/sigma_4/0941_s4.png,KA
105,0942.png,TM.FE1.196.png,JAFFE,fear,0,0942_s0.png,data/1_blurred/sigma_0/0942_s0.png,TM
106,0942.png,TM.FE1.196.png,JAFFE,fear,1,0942_s1.png,data/1_blurred/sigma_1/0942_s1.png,TM
107,0942.png,TM.FE1.196.png,JAFFE,fear,2,0942_s2.png,data/1_blurred/sigma_2/0942_s2.png,TM
108,0942.png,TM.FE1.196.png,JAFFE,fear,3,0942_s3.png,data/1_blurred/sigma_3/0942_s3.png,TM
109,0942.png,TM.FE1.196.png,JAFFE,fear,4,0942_s4.png,data/1_blurred/sigma_4/0942_s4.png,TM
110,0943.png,KR.NE1.71.png,JAFFE,neutral,0,0943_s0.png,data/1_blurred/sigma_0/0943_s0.png,KR
111,0943.png,KR.NE1.71.png,JAFFE,neutral,1,0943_s1.png,data/1_blurred/sigma_1/0943_s1.png,KR
112,0943.png,KR.NE1.71.png,JAFFE,neutral,2,0943_s2.png,data/1_blurred/sigma_2/0943_s2.png,KR
113,0943.png,KR.NE1.71.png,JAFFE,neutral,3,0943_s3.png,data/1_blurred/sigma_3/0943_s3.png,KR
114,0943.png,KR.NE1.71.png,JAFFE,neutral,4,0943_s4.png,data/1_blurred/sigma_4/0943_s4.png,KR
115,0944.png,UY.NE2.135.png,JAFFE,neutral,0,0944_s0.png,data/1_blurred/sigma_0/0944_s0.png,UY
116,0944.png,UY.NE2.135.png,JAFFE,neutral,1,0944_s1.png,data/1_blurred/sigma_1/0944_s1.png,UY
117,0944.png,UY.NE2.135.png,JAFFE,neutral,2,0944_s2.png,data/1_blurred/sigma_2/0944_s2.png,UY
118,0944.png,UY.NE2.135.png,JAFFE,neutral,3,0944_s3.png,data/1_blurred/sigma_3/0944_s3.png,UY
119,0944.png,UY.NE2.135.png,JAFFE,neutral,4,0944_s4.png,data/1_blurred/sigma_4/0944_s4.png,UY
120,0945.png,KA.SU3.38.png,JAFFE,surprise,0,0945_s0.png,data/1_blurred/sigma_0/0945_s0.png,KA
121,0945.png,KA.SU3.38.png,JAFFE,surprise,1,0945_s1.png,data/1_blurred/sigma_1/0945_s1.png,KA
122,0945.png,KA.SU3.38.png,JAFFE,surprise,2,0945_s2.png,data/1_blurred/sigma_2/0945_s2.png,KA
123,0945.png,KA.SU3.38.png,JAFFE,surprise,3,0945_s3.png,data/1_blurred/sigma_3/0945_s3.png,KA
124,0945.png,KA.SU3.38.png,JAFFE,surprise,4,0945_s4.png,data/1_blurred/sigma_4/0945_s4.png,KA
125,0946.png,KL.HA3.160.png,JAFFE,happy,0,0946_s0.png,data/1_blurred/sigma_0/0946_s0.png,KL
126,0946.png,KL.HA3.160.png,JAFFE,happy,1,0946_s1.png,data/1_blurred/sigma_1/0946_s1.png,KL
127,0946.png,KL.HA3.160.png,JAFFE,happy,2,0946_s2.png,data/1_blurred/sigma_2/0946_s2.png,KL
128,0946.png,KL.HA3.160.png,JAFFE,happy,3,0946_s3.png,data/1_blurred/sigma_3/0946_s3.png,KL
129,0946.png,KL.HA3.160.png,JAFFE,happy,4,0946_s4.png,data/1_blurred/sigma_4/0946_s4.png,KL
130,0947.png,NM.FE2.111.png,JAFFE,fear,0,0947_s0.png,data/1_blurred/sigma_0/0947_s0.png,NM
131,0947.png,NM.FE2.111.png,JAFFE,fear,1,0947_s1.png,data/1_blurred/sigma_1/0947_s1.png,NM
132,0947.png,NM.FE2.111.png,JAFFE,fear,2,0947_s2.png,data/1_blurred/sigma_2/0947_s2.png,NM
133,0947.png,NM.FE2.111.png,JAFFE,fear,3,0947_s3.png,data/1_blurred/sigma_3/0947_s3.png,NM
134,0947.png,NM.FE2.111.png,JAFFE,fear,4,0947_s4.png,data/1_blurred/sigma_4/0947_s4.png,NM
135,0948.png,KL.HA2.159.png,JAFFE,happy,0,0948_s0.png,data/1_blurred/sigma_0/0948_s0.png,KL
136,0948.png,KL.HA2.159.png,JAFFE,happy,1,0948_s1.png,data/1_blurred/sigma_1/0948_s1.png,KL
137,0948.png,KL.HA2.159.png,JAFFE,happy,2,0948_s2.png,data/1_blurred/sigma_2/0948_s2.png,KL
138,0948.png,KL.HA2.159.png,JAFFE,happy,3,0948_s3.png,data/1_blurred/sigma_3/0948_s3.png,KL
139,0948.png,KL.HA2.159.png,JAFFE,happy,4,0948_s4.png,data/1_blurred/sigma_4/0948_s4.png,KL
140,0949.png,NM.DI3.109.png,JAFFE,disgust,0,0949_s0.png,data/1_blurred/sigma_0/0949_s0.png,NM
141,0949.png,NM.DI3.109.png,JAFFE,disgust,1,0949_s1.png,data/1_blurred/sigma_1/0949_s1.png,NM
142,0949.png,NM.DI3.109.png,JAFFE,disgust,2,0949_s2.png,data/1_blurred/sigma_2/0949_s2.png,NM
143,0949.png,NM.DI3.109.png,JAFFE,disgust,3,0949_s3.png,data/1_blurred/sigma_3/0949_s3.png,NM
144,0949.png,NM.DI3.109.png,JAFFE,disgust,4,0949_s4.png,data/1_blurred/sigma_4/0949_s4.png,NM
145,0950.png,KR.HA2.75.png,JAFFE,happy,0,0950_s0.png,data/1_blurred/sigma_0/0950_s0.png,KR
146,0950.png,KR.HA2.75.png,JAFFE,happy,1,0950_s1.png,data/1_blurred/sigma_1/0950_s1.png,KR
147,0950.png,KR.HA2.75.png,JAFFE,happy,2,0950_s2.png,data/1_blurred/sigma_2/0950_s2.png,KR
148,0950.png,KR.HA2.75.png,JAFFE,happy,3,0950_s3.png,data/1_blurred/sigma_3/0950_s3.png,KR
149,0950.png,KR.HA2.75.png,JAFFE,happy,4,0950_s4.png,data/1_blurred/sigma_4/0950_s4.png,KR
150,0951.png,KL.AN1.167.png,JAFFE,angry,0,0951_s0.png,data/1_blurred/sigma_0/0951_s0.png,KL
151,0951.png,KL.AN1.167.png,JAFFE,angry,1,0951_s1.png,data/1_blurred/sigma_1/0951_s1.png,KL
152,0951.png,KL.AN1.167.png,JAFFE,angry,2,0951_s2.png,data/1_blurred/sigma_2/0951_s2.png,KL
153,0951.png,KL.AN1.167.png,JAFFE,angry,3,0951_s3.png,data/1_blurred/sigma_3/0951_s3.png,KL
154,0951.png,KL.AN1.167.png,JAFFE,angry,4,0951_s4.png,data/1_blurred/sigma_4/0951_s4.png,KL
155,0952.png,KR.SU2.81.png,JAFFE,surprise,0,0952_s0.png,data/1_blurred/sigma_0/0952_s0.png,KR
156,0952.png,KR.SU2.81.png,JAFFE,surprise,1,0952_s1.png,data/1_blurred/sigma_1/0952_s1.png,KR
157,0952.png,KR.SU2.81.png,JAFFE,surprise,2,0952_s2.png,data/1_blurred/sigma_2/0952_s2.png,KR
158,0952.png,KR.SU2.81.png,JAFFE,surprise,3,0952_s3.png,data/1_blurred/sigma_3/0952_s3.png,KR
159,0952.png,KR.SU2.81.png,JAFFE,surprise,4,0952_s4.png,data/1_blurred/sigma_4/0952_s4.png,KR
160,0953.png,NA.AN3.213.png,JAFFE,angry,0,0953_s0.png,data/1_blurred/sigma_0/0953_s0.png,NA
161,0953.png,NA.AN3.213.png,JAFFE,angry,1,0953_s1.png,data/1_blurred/sigma_1/0953_s1.png,NA
162,0953.png,NA.AN3.213.png,JAFFE,angry,2,0953_s2.png,data/1_blurred/sigma_2/0953_s2.png,NA
163,0953.png,NA.AN3.213.png,JAFFE,angry,3,0953_s3.png,data/1_blurred/sigma_3/0953_s3.png,NA
164,0953.png,NA.AN3.213.png,JAFFE,angry,4,0953_s4.png,data/1_blurred/sigma_4/0953_s4.png,NA
165,0954.png,MK.NE1.113.png,JAFFE,neutral,0,0954_s0.png,data/1_blurred/sigma_0/0954_s0.png,MK
166,0954.png,MK.NE1.113.png,JAFFE,neutral,1,0954_s1.png,data/1_blurred/sigma_1/0954_s1.png,MK
167,0954.png,MK.NE1.113.png,JAFFE,neutral,2,0954_s2.png,data/1_blurred/sigma_2/0954_s2.png,MK
168,0954.png,MK.NE1.113.png,JAFFE,neutral,3,0954_s3.png,data/1_blurred/sigma_3/0954_s3.png,MK
169,0954.png,MK.NE1.113.png,JAFFE,neutral,4,0954_s4.png,data/1_blurred/sigma_4/0954_s4.png,MK
170,0955.png,UY.HA3.139.png,JAFFE,happy,0,0955_s0.png,data/1_blurred/sigma_0/0955_s0.png,UY
171,0955.png,UY.HA3.139.png,JAFFE,happy,1,0955_s1.png,data/1_blurred/sigma_1/0955_s1.png,UY
172,0955.png,UY.HA3.139.png,JAFFE,happy,2,0955_s2.png,data/1_blurred/sigma_2/0955_s2.png,UY
173,0955.png,UY.HA3.139.png,JAFFE,happy,3,0955_s3.png,data/1_blurred/sigma_3/0955_s3.png,UY
174,0955.png,UY.HA3.139.png,JAFFE,happy,4,0955_s4.png,data/1_blurred/sigma_4/0955_s4.png,UY
175,0956.png,KM.FE2.24.png,JAFFE,fear,0,0956_s0.png,data/1_blurred/sigma_0/0956_s0.png,KM
176,0956.png,KM.FE2.24.png,JAFFE,fear,1,0956_s1.png,data/1_blurred/sigma_1/0956_s1.png,KM
177,0956.png,KM.FE2.24.png,JAFFE,fear,2,0956_s2.png,data/1_blurred/sigma_2/0956_s2.png,KM
178,0956.png,KM.FE2.24.png,JAFFE,fear,3,0956_s3.png,data/1_blurred/sigma_3/0956_s3.png,KM
179,0956.png,KM.FE2.24.png,JAFFE,fear,4,0956_s4.png,data/1_blurred/sigma_4/0956_s4.png,KM
180,0957.png,YM.SA2.56.png,JAFFE,sad,0,0957_s0.png,data/1_blurred/sigma_0/0957_s0.png,YM
181,0957.png,YM.SA2.56.png,JAFFE,sad,1,0957_s1.png,data/1_blurred/sigma_1/0957_s1.png,YM
182,0957.png,YM.SA2.56.png,JAFFE,sad,2,0957_s2.png,data/1_blurred/sigma_2/0957_s2.png,YM
183,0957.png,YM.SA2.56.png,JAFFE,sad,3,0957_s3.png,data/1_blurred/sigma_3/0957_s3.png,YM
184,0957.png,YM.SA2.56.png,JAFFE,sad,4,0957_s4.png,data/1_blurred/sigma_4/0957_s4.png,YM
185,0958.png,KA.NE2.27.png,JAFFE,neutral,0,0958_s0.png,data/1_blurred/sigma_0/0958_s0.png,KA
186,0958.png,KA.NE2.27.png,JAFFE,neutral,1,0958_s1.png,data/1_blurred/sigma_1/0958_s1.png,KA
187,0958.png,KA.NE2.27.png,JAFFE,neutral,2,0958_s2.png,data/1_blurred/sigma_2/0958_s2.png,KA
188,0958.png,KA.NE2.27.png,JAFFE,neutral,3,0958_s3.png,data/1_blurred/sigma_3/0958_s3.png,KA
189,0958.png,KA.NE2.27.png,JAFFE,neutral,4,0958_s4.png,data/1_blurred/sigma_4/0958_s4.png,KA
190,0959.png,NA.SU1.208.png,JAFFE,surprise,0,0959_s0.png,data/1_blurred/sigma_0/0959_s0.png,NA
191,0959.png,NA.SU1.208.png,JAFFE,surprise,1,0959_s1.png,data/1_blurred/sigma_1/0959_s1.png,NA
192,0959.png,NA.SU1.208.png,JAFFE,surprise,2,0959_s2.png,data/1_blurred/sigma_2/0959_s2.png,NA
193,0959.png,NA.SU1.208.png,JAFFE,surprise,3,0959_s3.png,data/1_blurred/sigma_3/0959_s3.png,NA
194,0959.png,NA.SU1.208.png,JAFFE,surprise,4,0959_s4.png,data/1_blurred/sigma_4/0959_s4.png,NA
195,0960.png,KR.DI1.86.png,JAFFE,disgust,0,0960_s0.png,data/1_blurred/sigma_0/0960_s0.png,KR
196,0960.png,KR.DI1.86.png,JAFFE,disgust,1,0960_s1.png,data/1_blurred/sigma_1/0960_s1.png,KR
197,0960.png,KR.DI1.86.png,JAFFE,disgust,2,0960_s2.png,data/1_blurred/sigma_2/0960_s2.png,KR
198,0960.png,KR.DI1.86.png,JAFFE,disgust,3,0960_s3.png,data/1_blurred/sigma_3/0960_s3.png,KR
199,0960.png,KR.DI1.86.png,JAFFE,disgust,4,0960_s4.png,data/1_blurred/sigma_4/0960_s4.png,KR
200,0961.png,KL.FE2.175.png,JAFFE,fear,0,0961_s0.png,data/1_blurred/sigma_0/0961_s0.png,KL
201,0961.png,KL.FE2.175.png,JAFFE,fear,1,0961_s1.png,data/1_blurred/sigma_1/0961_s1.png,KL
202,0961.png,KL.FE2.175.png,JAFFE,fear,2,0961_s2.png,data/1_blurred/sigma_2/0961_s2.png,KL
203,0961.png,KL.FE2.175.png,JAFFE,fear,3,0961_s3.png,data/1_blurred/sigma_3/0961_s3.png,KL
204,0961.png,KL.FE2.175.png,JAFFE,fear,4,0961_s4.png,data/1_blurred/sigma_4/0961_s4.png,KL
205,0962.png,UY.AN3.148.png,JAFFE,angry,0,0962_s0.png,data/1_blurred/sigma_0/0962_s0.png,UY
206,0962.png,UY.AN3.148.png,JAFFE,angry,1,0962_s1.png,data/1_blurred/sigma_1/0962_s1.png,UY
207,0962.png,UY.AN3.148.png,JAFFE,angry,2,0962_s2.png,data/1_blurred/sigma_2/0962_s2.png,UY
208,0962.png,UY.AN3.148.png,JAFFE,angry,3,0962_s3.png,data/1_blurred/sigma_3/0962_s3.png,UY
209,0962.png,UY.AN3.148.png,JAFFE,angry,4,0962_s4.png,data/1_blurred/sigma_4/0962_s4.png,UY
210,0963.png,KR.NE3.73.png,JAFFE,neutral,0,0963_s0.png,data/1_blurred/sigma_0/0963_s0.png,KR
211,0963.png,KR.NE3.73.png,JAFFE,neutral,1,0963_s1.png,data/1_blurred/sigma_1/0963_s1.png,KR
212,0963.png,KR.NE3.73.png,JAFFE,neutral,2,0963_s2.png,data/1_blurred/sigma_2/0963_s2.png,KR
213,0963.png,KR.NE3.73.png,JAFFE,neutral,3,0963_s3.png,data/1_blurred/sigma_3/0963_s3.png,KR
214,0963.png,KR.NE3.73.png,JAFFE,neutral,4,0963_s4.png,data/1_blurred/sigma_4/0963_s4.png,KR
215,0964.png,KR.SA2.78.png,JAFFE,sad,0,0964_s0.png,data/1_blurred/sigma_0/0964_s0.png,KR
216,0964.png,KR.SA2.78.png,JAFFE,sad,1,0964_s1.png,data/1_blurred/sigma_1/0964_s1.png,KR
217,0964.png,KR.SA2.78.png,JAFFE,sad,2,0964_s2.png,data/1_blurred/sigma_2/0964_s2.png,KR
218,0964.png,KR.SA2.78.png,JAFFE,sad,3,0964_s3.png,data/1_blurred/sigma_3/0964_s3.png,KR
219,0964.png,KR.SA2.78.png,JAFFE,sad,4,0964_s4.png,data/1_blurred/sigma_4/0964_s4.png,KR
220,0965.png,TM.AN3.192.png,JAFFE,angry,0,0965_s0.png,data/1_blurred/sigma_0/0965_s0.png,TM
221,0965.png,TM.AN3.192.png,JAFFE,angry,1,0965_s1.png,data/1_blurred/sigma_1/0965_s1.png,TM
222,0965.png,TM.AN3.192.png,JAFFE,angry,2,0965_s2.png,data/1_blurred/sigma_2/0965_s2.png,TM
